-12402.0072,56075.00088,1,0
-56075.00088,-12402.0072,0,1
-12235.34256,63650.40864,1,0
-63650.40864,-12235.34256,0,1
-12378.14136,58437.99336,1,0
-58437.99336,-12378.14136,0,1
-10285.0188,57866.82864,1,0
-57866.82864,-10285.0188,0,1
-14722.48008,57209.1312,1,0
-57209.1312,-14722.48008,0,1
-14305.23936,59656.5228,1,0
-59656.5228,-14305.23936,0,1
-11999.5188,55702.41336,1,0
-55702.41336,-11999.5188,0,1
-15682.05144,62090.59464,1,0
-62090.59464,-15682.05144,0,1
-14305.51368,60092.844,1,0
-60092.844,-14305.51368,0,1
-12516.7644,55583.41944,1,0
-55583.41944,-12516.7644,0,1
-11931.5484,61450.69752,1,0
-61450.69752,-11931.5484,0,1
-14247.63216,57241.83624,1,0
-57241.83624,-14247.63216,0,1
-12065.6604,64633.69344,1,0
-64633.69344,-12065.6604,0,1
-13969.04496,63176.53608,1,0
-63176.53608,-13969.04496,0,1
-13483.62048,63658.91256,1,0
-63658.91256,-13483.62048,0,1
-15332.78112,58939.54176,1,0
-58939.54176,-15332.78112,0,1
-15440.95464,60109.51656,1,0
-60109.51656,-15440.95464,0,1
-10549.46328,64160.46096,1,0
-64160.46096,-10549.46328,0,1
-14073.77424,58544.42952,1,0
-58544.42952,-14073.77424,0,1
-16230.17328,65599.818,1,0
-65599.818,-16230.17328,0,1
-11079.72384,66238.95312,1,0
-66238.95312,-11079.72384,0,1
-10358.7804,56379.64848,1,0
-56379.64848,-10358.7804,0,1
-10206.62424,56876.71632,1,0
-56876.71632,-10206.62424,0,1
-11760.67752,58869.86448,1,0
-58869.86448,-11760.67752,0,1
-12412.85808,66106.0908,1,0
-66106.0908,-12412.85808,0,1
-12056.0592,66784.5756,1,0
-66784.5756,-12056.0592,0,1
-14331.696,61020.0456,1,0
-61020.0456,-14331.696,0,1
-10228.7832,65667.84936,1,0
-65667.84936,-10228.7832,0,1
-15342.22992,60846.73632,1,0
-60846.73632,-15342.22992,0,1
-15980.3592,63074.3976,1,0
-63074.3976,-15980.3592,0,1
-14854.24512,55211.74632,1,0
-55211.74632,-14854.24512,0,1
-14073.86568,55381.00176,1,0
-55381.00176,-14073.86568,0,1
