-12402.0072,-56075.00088,1,0,0,0
0,0,0,-12402.0072,-56075.00088,1
-12235.34256,-63650.40864,1,0,0,0
0,0,0,-12235.34256,-63650.40864,1
-12378.14136,-58437.99336,1,0,0,0
0,0,0,-12378.14136,-58437.99336,1
-10285.0188,-57866.82864,1,0,0,0
0,0,0,-10285.0188,-57866.82864,1
-14722.48008,-57209.1312,1,0,0,0
0,0,0,-14722.48008,-57209.1312,1
-14305.23936,-59656.5228,1,0,0,0
0,0,0,-14305.23936,-59656.5228,1
-11999.5188,-55702.41336,1,0,0,0
0,0,0,-11999.5188,-55702.41336,1
-15682.05144,-62090.59464,1,0,0,0
0,0,0,-15682.05144,-62090.59464,1
-14305.51368,-60092.844,1,0,0,0
0,0,0,-14305.51368,-60092.844,1
-12516.7644,-55583.41944,1,0,0,0
0,0,0,-12516.7644,-55583.41944,1
-11931.5484,-61450.69752,1,0,0,0
0,0,0,-11931.5484,-61450.69752,1
-14247.63216,-57241.83624,1,0,0,0
0,0,0,-14247.63216,-57241.83624,1
-12065.6604,-64633.69344,1,0,0,0
0,0,0,-12065.6604,-64633.69344,1
-13969.04496,-63176.53608,1,0,0,0
0,0,0,-13969.04496,-63176.53608,1
-13483.62048,-63658.91256,1,0,0,0
0,0,0,-13483.62048,-63658.91256,1
-15332.78112,-58939.54176,1,0,0,0
0,0,0,-15332.78112,-58939.54176,1
-13953.16488,-61284.70344,1,0,0,0
0,0,0,-13953.16488,-61284.70344,1
-14210.05032,-62275.79112,1,0,0,0
0,0,0,-14210.05032,-62275.79112,1
-14333.03712,-56392.60248,1,0,0,0
0,0,0,-14333.03712,-56392.60248,1
-12337.17624,-62220.53088,1,0,0,0
0,0,0,-12337.17624,-62220.53088,1
-15657.85032,-55668.18432,1,0,0,0
0,0,0,-15657.85032,-55668.18432,1
-14283.65952,-64331.48424,1,0,0,0
0,0,0,-14283.65952,-64331.48424,1
-10329.672,-61974.222,1,0,0,0
0,0,0,-10329.672,-61974.222,1
-9978.93864,-61155.01104,1,0,0,0
0,0,0,-9978.93864,-61155.01104,1
-12605.9184,-60701.43816,1,0,0,0
0,0,0,-12605.9184,-60701.43816,1
-10656.35664,-63111.30888,1,0,0,0
0,0,0,-10656.35664,-63111.30888,1
-10146.97488,-64612.1136,1,0,0,0
0,0,0,-10146.97488,-64612.1136,1
-12429.4392,-57149.51232,1,0,0,0
0,0,0,-12429.4392,-57149.51232,1
-14490.37488,-57252.50424,1,0,0,0
0,0,0,-14490.37488,-57252.50424,1
-14778.01464,-55883.12928,1,0,0,0
0,0,0,-14778.01464,-55883.12928,1
-10426.38504,-59028.81768,1,0,0,0
0,0,0,-10426.38504,-59028.81768,1
-14167.16496,-65094.58152,1,0,0,0
0,0,0,-14167.16496,-65094.58152,1
