-14722.48008,-57209.1312
-11931.5484,-61450.69752
-12605.9184,-60701.43816
-10656.35664,-63111.30888
-10146.97488,-64612.1136
-14305.23936,-59656.5228
-13838.3772,-60329.33832
-12337.17624,-62220.53088
-14305.51368,-60092.844
-10358.7804,-56379.64848
-11999.5188,-55702.41336
-10285.0188,-57866.82864
-12516.7644,-55583.41944
-12402.0072,-56075.00088
-10426.38504,-59028.81768
-13088.874,-56058.08448
-12429.4392,-57149.51232
-14073.86568,-55381.00176
-10220.37072,-60072.20904
-14854.24512,-55211.74632
-9978.93864,-61155.01104
-15332.78112,-58939.54176
-14331.696,-61020.0456
-12235.34256,-63650.40864
-10767.79152,-65559.37104
-15440.95464,-60109.51656
-10132.43592,-66613.24752
-12065.6604,-64633.69344
-14210.05032,-62275.79112
-10744.93152,-67008.81696
-13969.04496,-63176.53608
-12035.27184,-65746.82304
-12412.85808,-66106.0908
-12056.0592,-66784.5756
-12378.14136,-58437.99336
-14333.03712,-56392.60248
-14778.01464,-55883.12928
-12247.7784,-59176.06656
-14247.63216,-57241.83624
-10329.672,-61974.222
-15657.85032,-55668.18432
-14283.65952,-64331.48424
-15980.3592,-63074.3976
-14034.94272,-66681.61416
-16116.84864,-64557.37152
-14435.41944,-66774.54768
-16230.17328,-65599.818
-10206.62424,-56876.71632
-12351.34944,-56218.34832
-11760.67752,-58869.86448
-15093.02544,-55550.13528
-14490.37488,-57252.50424
-12178.5888,-60260.60592
-14073.77424,-58544.42952
-14596.93296,-58259.80728
-10549.46328,-64160.46096
-12021.28152,-62622.92784
-10228.7832,-65667.84936
-13953.16488,-61284.70344
-15342.22992,-60846.73632
-11079.72384,-66238.95312
-13483.62048,-63658.91256
-15682.05144,-62090.59464
-14167.16496,-65094.58152
-15265.26792,-65404.53264
